msg,label
 please explain transpose once ,0
 the transpose function also got executed by t just thought to share ,0
 wide format ,0
 awesome teaching ,0
 again a superb class ,0
 well explained sir thank you ,0
 awesome folded hands folded hands folded hands ,0
 save video ,0
 now i feel like god for the datasets ,0
 mind fully loaded with heavyly and need exercise to understand clearly ,0
 thanks thumbs up folded hands ,0
 good sir ,0
 aa gaya samajh ,0
 ek bar phir se video dekhni padegi ,0
 amazing class sir partying face ,0
 need revision ,0
 class is great well explained everything but 1 topic of python is missing regex ,0
 good night sir maza aa gaya aaj to ,0
 please hit the like button for an awesome content ,0
 guys please hit the like button for this amazing session ,0
 yes u r sir ,0
 hii good evening ,0
 nice way to have revision on pandas ,0
 hope you are feeling better ,0
 phr solution bhi hm wahi se nikal skte face with tears of joy ,0
 sir wt about interview session folded hands ,0
 let s go ,0
 dtype manipulation in numpy ,0
 please give us our task right after the class at least before midnight at campusx ,0
 oops tak hoga sir ,0
 sir hw to join zoom session ,0
 geopandas is the tool for geospatial data ,0
 at quaiser ali yes even empty series possible ,0
 sir thank you for these wonderfull session ,0
 pd series() s is case sensitive ,0
 pd series(marks sub) is same as pd series(marks index sub) ,0
 at tarun chauhan you have to give same no of elements in index field too ,0
 at sagar surve will see as sir said he will explain ,0
 at anshul raj verma only for paid ,0
 sir i got assignments on website ,0
 syntaxerror (unicode error) unicodeescape codec can t decode bytes in position 2 3 truncated uxxxxxxxx escape ,0
 sir unicode error aa rha hai ,0
 syntaxerror (unicode error) unicodeescape codec can t decode bytes in position 3 4 truncated uxxxxxxxx escape ,0
 sir squeeze bta do ek bar phr se ,0
 give encoding utf 8 for syntax error ,0
 syntaxerror (unicode error) unicodeescape codec can t decode bytes in position 3 4 truncated uxxxxxxxx escape check this out plz ,0
 sir unicode error hoga ,0
 ho raha he sir ,0
 no issues ,0
 mera data read ho rha h ,0
 read ho rha hai ,0
 ho raha he ,0
 guys please use raw string ,0
 check krlo utf wala error toni ,0
 yes read ho raha hai ,0
 path change kr k dekho ,0
 read ho raha hain no problem ,0
 file path could be issues ,0
 index col give properly ,0
 fill form with screenshot will se right away ,0
 try in jupiter ,0
 at suman kumar suman please ask the people facing problem to read the file as a raw file by specifying r before the path ,0
 value counts meh decending sort values meh ascending ,0
 at shivom both are good but with python it makes easy to do job ,0
 at cricket sports numpy is more powerful than pandas ,0
 asim oyee ,0
 at vijram all the dataset will change based on the column you are sorting ,0
 sort index pls explain ,0
 isnull() is also very important ) ,0
 we can have a copy of the data before changing it peremanently ,0
 sahi bol raha hai sir ,0
 0 wala day remove krke firr product krke dikhao do ,0
 subs sum() and subs count() avg per day ,0
 at neja roght ,0
 break 5 minutes please ,0
 min bhi aa gaya ,0
 missing value ,0
 plot it ,0
 re execute the sub product ,0
 sir i think subs main aik null tha ,0
 plot it sir ,0
 missing one value by ,0
 at sadashiv sometimes you don t have dataframe you have to do with series also smetimes you will pull out a column from a dataframe as series and will work with it ,0
 dtale library bht baadiyaa hainn ,0
 got it sir sorry for asking such silly doubts ,0
 at ayush the time stamps are added you can check ,0
 break 5 minutes ,0
 try one more time sir slightly smiling face ,0
 in sub series index is multilied may be ,0
 its working like array indexing ,0
 negative is working ,0
 debugging started guys winking face with tongue ,0
 sir single column mai nhi ho rha hai basically ,0
 sir because we have sorted the index and we have done inplace true ,0
 please check type of data ,0
 shayad int me nhi ho rha ,0
 same it s happening ,0
 numeric index ,0
 because its take the (iloc) and ( loc)for indexing ,0
 movies is not series ,0
 vk iloc[ 1] ,0
 kuch to gadbad hai daya winking face with tongue winking face with tongue zany face zany face ,0
 aapko confuse kr rha pandas ,0
 excel for small data ,0
 easy h ,0
 repeat ones label ,0
 sir i am following you machine learning playlist thank you so much for it love you sir heart with ribbon ,0
 here is the last item also included 0 4 4 has also been edited ,0
 sir please add more real projects in class for our better understanding of numpy and pandas functions ,0
 sir plz dir function again ,0
 merge is not possible in excel but pandas can do ,0
 also we can connct to the data base by pandas as comapred to excel ,0
 vk[vk 0] size ,0
 clear very informative and thanks ,0
 sutopct percent0 01f ,0
 selmon bhai ,0
 at samytab messi ,0
 cristal clear ,0
 to be honest your recorded videos are better than live sessions ,0
 bye sir thanks ,0
 great thank you ,0
 superb session sir ,0
 thanks sir great session ,0
 maza aaya as always slightly smiling face ,0
 thanks sir ji ,0
 amazing sir thank you for the session ,0
 great session clear ,0
 clear thx ,0
 thank you sir red heart ,0
 from your lecture i came to know that i have practical knowledge but theoretical me i am far behind need to cover that too ,0
 need easy doable practice for non tech ,0
 data cleaning is the real thing sir in real life pensive face pensive face ,0
 at neha kumari yes it works ,0
 tabiyt thik b sir ,0
 sir i am supporting croatia for miss croatia she will do something that i am excited for ,0
 thank you the session was great ,0
 good evening sir after a long time ,0
 hello sir good evening ,0
 hi good evening sir ,0
 learn a lot from u sir ,0
 sir i want you to make a video on lstm ,0
 payton mai hai ,0
 sir you need to enlist some teaching assistants to share your load ,0
 hi shadiya pp mam ,0
 please your pic size reduced ,0
 very well explained ,0
 sir mathematics cover kroga behind all the theorems and test like examples ,0
 theory note ,0
 please show solutions also ,0
 sir plz share the notes ,0
 sample can be considered as exit poll ,0
 descripive means predicting from past data and inferential mean predicting from current data ,0
 please reduce your pic size ,0
 at short info vids you can look into this program outline video there would be some topics that you have to cover your own ,0
 sir we are waiting for deep learning further videos of playlist please look into it slightly smiling face slightly smiling face ,0
 f(suffix i) x(suffix i) ,0
 rating in feedback ,0
 salary of ceo ,0
 at bhaskar g g yes ,0
 yas i m up ,0
 please explain central limit theorm ,0
 recommended book for stats ,0
 there is also geometric mean and harmonic mean also ,0
 sir cramour roa lower bound padhaenge ,0
 ambani and me like outlier rolling on the floor laughing ,0
 we can extract the sample before performing feature engineering maybe ,0
 your picture hiding the content ,0
 because distance can never be negative ,0
 such a humble andkind hearted person ,0
 mean absolute deviation is also can give that unit of data ,0
 please cv explain again ,0
 c v is also used to get consistency of batsman in cricket ,0
 sir jab outlier hoga to cv sahi jankari de paega ,0
 data is missing in cumm freq ,0
 ek row empty hai ,0
 one number is missing in cumm frequency ,0
 use ms excel ,0
 one data is missing ,0
 remove 0 3 from selection ,0
 selection galat h ,0
 ogive curve ,0
 change axis ,0
 dono column ko reverse way mae select kro ,0
 one value is missing ,0
 data missing in cum freq ,0
 ek value missing hai sir ,0
 select type then frequency then cumulative frequency ,0
 sir here bar represent cumulative sum ,0
 sir first select type of vacation then frequency then cummulative frequency ,0
 line chart ,0
 sir estimation of histogram ,0
 for numerical we can plot box plot also ,0
 unifom dist eg sir ,0
 vhi mid graph ,0
 change selectingg order ,0
 passenger id not required ,0
 in left skewed data mean<median<mode in right skewed data mode<median<mean ,0
 at prashant amrao yes ,0
 aaj boring lga ,0
 sir nice overview of basic statistics ,0
 this video will be available on your channel ,0
 sir norm ,0
 sir pivvot table is not working ,0
 it was my first live session well explained in easy language ,0
 nhi accha tha ,0
 it was a very good class revised the concepts learned long time back thank you so much ,0
 it s great session sir thank you sir ) ,0
 session is good ,0
 i like it ,0
 it was great thanks a lot ,0
 it s great ,0
 enjoyed basics ,0
 we enjoyed your session sir it was not boring ,0
 great session ) ,0
 congratulations for 70k party popper party popper party popper party popper ,0
 congratulations for 70k sir ,0
 best learninng plat form in hindi and urdu ,0
 at biswajit gochhayat that is different ,0
 sql quary is different ,0
 biswajit both are different dbms ,0
 at biswajit gochhayat slightly different ,0
 at rahul kumar cast and change to some data type ,0
 cast samaj nhi aya ,0
 at dr neha chaudhry correct ,0
 thank you sir at suman kumar suman ,0
 at rahul kumar yes you can do that ,0
 sir pls continue deep learning playlist in have to apply for jobs folded hands folded hands ,0
 haa sir aari ,0
 good evening sir night with stars night with stars ,0
 hand pink waving good evening everyone ,0
 sir start the class ,0
 please give more examples sir ,0
 pwskills chodo yar just believe in nitish sir ,0
 nitish sir will explain everything clearly ,0
 sprite clear hai ,0
 at ibrahim first focus on your basics of data science and machine learning ,0
 at aloo explains it actually tells the linear relationship between the features ,0
 true thank you for mentioning i forgot to mention that smiling face with smiling eyes ,0
 its 82 5 not 8 25 sir ,0
 understood the 8 25 now sir it s position as a float not value thanks a lot ,0
 ask chat gpt ,0
 at ghost rider you can get details from website you can find the link from description ,0
 iqr q3 q1 ,0
 use scientific mode ,0
 at ankush singh in the formula there is an addition 1 ,0
 at max lower fence and higher fence to calculate outliers ,0
 sir also explain the violin plot because they slightly similar to boxplot ,0
 sir please explain side by side boxplot once ,0
 q2 is some time min side less hota hai ,0
 relation between log normal distribution and power law distribution ,0
 some of the dataset want outliers ,0
 right skewed i think mean se zaadatar data upar ,0
 quarlite and quantile are same ,0
 at sudhanshu mishra to get details about your data also helps to remove outliers from the data ,0
 at surya m yes that is q1 ,0
 3 row is 0 ,0
 0 ( 1) 0 ,0
 0 1 0 ,0
 at himanshu arora you can t calculate correlation without covariance ,0
 at dr neha chaudhry please watch the previous sessions ,0
 in summary correlation refers to the relationship between two variables while causation refers to a cause and effect relationship between two variables ,0
 relation cause ,0
 provide us these as pdf notes ,0
 please campare co variance and correlation ,0
 we are not studying cause and effect just relation and strength between 2 variables ,0
 ye to thoda hypothesis jaisa lag raha hai ab ,0
 aap accha samjhate ho i will continue to attend your class ,0
 thnk u sir ,0
 thanks a lot for the session ,0
 deep learning nlp require for data science ,0
 like the session guys it s valuable thank you sir for this session smiling face with halo ,0
 p value ,0
 i have studied this all concept in statistic in school but literally understand much more today great mentor thank you so much sir you make things very easy and interesting ,0
 i need more practics so i can memorize for long time ,0
 getting confusion about the terms like covariance correlations and the significance about the 5 pt summary and etc ,0
 i learnt this in 12th but today i understand ,0
 back now ,0
 amazing session sir thank you so much ,0
 great session nitish thumbs up ,0
 you can ask all your doubts here in the chat we are here to help ) ,0
